"id","name","price","status","url"
623,"新2017年审计师考试真题库软件相关知识理论与实务电脑手机版","9.00","3笔","//detail.tmall.com/item.htm?id=544434205389&skuId=4611686562861593293&user_id=2581144880&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
624,"2017年初级药士/药师/主管药师中级考试真题押题库软件电脑手机版","9.00","5笔","//detail.tmall.com/item.htm?id=544948939137&skuId=4611686563376327041&user_id=2581144880&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
625,"2017河北住院医师规范化培训考试 历年真题 宝典题库软件模拟考场","128.00","0笔","//detail.tmall.com/item.htm?id=547646327195&skuId=3481547874511&user_id=2932192661&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
626,"2017吉林住院医师规范化培训考试 历年真题 宝典题库软件模拟考场","128.00","0笔","//detail.tmall.com/item.htm?id=547646567843&skuId=3317247296929&user_id=2932192661&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
627,"中级经济师2017课件视频金融建筑工商管理真题题库软件讲义电子版","69.00","0笔","//detail.tmall.com/item.htm?id=543328689539&skuId=4611686561756077443&user_id=2680682840&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
628,"2017年西藏会计从业资格证三科考试题库无纸化软件电算化系统","25.00","0笔","//detail.tmall.com/item.htm?id=523245627982&skuId=4611686541673015886&user_id=2577498496&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
629,"考试无忧2017全国初级会计职称题库软件练习题模拟内部押题单科","10.00","25笔","//detail.tmall.com/item.htm?id=541190535528&skuId=4611686559617923432&user_id=2104776657&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
630,"2017年全国职称计算机考试模块初级中高级模拟考试题库软件激活码","19.00","112笔","//detail.tmall.com/item.htm?id=16018319566&skuId=3465740247153&user_id=120528150&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
631,"正副高级职称考试  2017年医学副主任主治医师题库考试宝典题库","95.00","841笔","//detail.tmall.com/item.htm?id=525860830045&skuId=3176525515130&user_id=2730805155&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
632,"2017四大会计事务所德勤毕马威安永普华永道招聘考试笔试题库资料","29.90","32笔","//detail.tmall.com/item.htm?id=521094845695&skuId=4611686539522233599&user_id=2414876237&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
633,"2017年人力资源考试题库考试课件课程视频葆过电脑手机押题零基础","5.00","0笔","//detail.tmall.com/item.htm?id=547783591164&skuId=3483550467251&user_id=2823154430&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
634,"2017年公共营养师题库考试课件课程视频二三级电脑手机押题零基础","5.00","1笔","//detail.tmall.com/item.htm?id=547699484769&skuId=3319300989154&user_id=2823154430&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
635,"广东省正高副高 医院药学 副主任药师押题库医学高级职称考试宝典","588.00","1笔","//detail.tmall.com/item.htm?id=533229446069&skuId=4611686551656833973&user_id=2486565177&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
636,"嗨学网2017年一级二级建造师课件视频一建二级建造师课件课程题库","35.00","18笔","//detail.tmall.com/item.htm?id=528657293699&skuId=3147649748525&user_id=2626599176&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
637,"17全国职称计算机考试word模块ppt中星睿典interWin7/xp题库软件","19.00","49笔","//detail.tmall.com/item.htm?id=525176555155&skuId=4611686543603943059&user_id=2554239844&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
638,"中星2017年初中高级职称计算机考试模块真题库软件中兴瑞典睿典","19.00","22笔","//detail.tmall.com/item.htm?id=19712936527&skuId=4611686038140324431&user_id=466185732&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
639,"考试无忧2017注册会计师题库软件课件真题练习题模拟内部押题单科","10.00","3笔","//detail.tmall.com/item.htm?id=541191927442&skuId=4611686559619315346&user_id=2104776657&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
640,"考无忧2017全国专业技术人员职称计算机应用能力考试模块题库软件","19.00","39笔","//detail.tmall.com/item.htm?id=523384172156&skuId=4611686541811560060&user_id=2554239844&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
641,"中华会计网校 2017年初级经济师视频课件教程网课题库精品通关班","660.00","1笔","//detail.tmall.com/item.htm?id=544384778433&skuId=3444249499758&user_id=3031847752&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
642,"中华会计网校2017ACCA考试视频课件题库","2400.00","1笔","//detail.tmall.com/item.htm?id=546829038848&skuId=3471729279534&user_id=3031847752&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
643,"2017年主治医师消化/呼吸/神经/心血管内科中级职称考试宝典题库","168.00","22笔","//detail.tmall.com/item.htm?id=520130216513&skuId=3134914712405&user_id=2535824255&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
644,"2017江苏省住院医师规范化培训考试内科/外科/妇产科规培结业题库","168.00","21笔","//detail.tmall.com/item.htm?id=520061349160&skuId=3283782068852&user_id=2535824255&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
645,"住院医师规范化培训题考试题库宝典规培各省江苏浙江山东广西广东","168.00","22笔","//detail.tmall.com/item.htm?id=526212779128&skuId=3457876086652&user_id=2675500898&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
646,"2017康复医学与治疗技术师士考试题库真题军医版模拟试卷初级师士","388.00","9笔","//detail.tmall.com/item.htm?id=544454332217&skuId=3292819857245&user_id=2436736341&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
647,"执业医师考试宝典2017临床/中医中西医/口腔公卫助理考试题库","98.00","19笔","//detail.tmall.com/item.htm?id=529174425218&skuId=3288681241714&user_id=2675500898&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
648,"医学教育网2017临床执业医师助理医师考试实践技能视频课程题库","342.00","8笔","//detail.tmall.com/item.htm?id=537487763516&skuId=3210261401886&user_id=909237366&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
649,"中华会计网校 期货从业资格考试 教材题库真题2017全套视频课件","900.00","0笔","//detail.tmall.com/item.htm?id=537426534703&skuId=3209312985090&user_id=909237366&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
650,"2017年事业单位招聘（林业基础知识）易考宝典/题库/易考吧","168.00","1笔","//detail.tmall.com/item.htm?id=528031245411&skuId=4611686546458633315&user_id=2757800133&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
651,"2017年卫生高级职称考试/内科护理学/易考宝典软件/题库 模拟题库","198.00","1笔","//detail.tmall.com/item.htm?id=528065996763&skuId=4611686546493384667&user_id=2757800133&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
652,"四川卷正副高 2017口腔颌面外科高级职称考试宝典题库 副主任医师","198.00","1笔","//detail.tmall.com/item.htm?id=524807241544&skuId=4611686543234629448&user_id=2619810788&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
653,"正版2017主治医师放射医学中级职称军医真题库模拟试卷习题手机版","24.00","44笔","//detail.tmall.com/item.htm?id=528855728016&skuId=4611686547283115920&user_id=2629319858&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
654,"安徽省正副高 麻醉学 副主任医师2017年医学高级职称考试宝典题库","198.00","0笔","//detail.tmall.com/item.htm?id=524142909874&skuId=4611686542570297778&user_id=2619810788&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
655,"中星睿典2017全国职称计算机考试模块题库excel2003中文电子表格","19.00","1笔","//detail.tmall.com/item.htm?id=530587662600&skuId=4611686549015050504&user_id=2627558009&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
656,"中星睿典2017内蒙古职称计算机考试模块注册码计算机职称考试题库","19.00","2笔","//detail.tmall.com/item.htm?id=530673933364&skuId=4611686549101321268&user_id=2627558009&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
657,"正版2017主管技师微生物检验技术中级军医题库模拟试卷习题手机版","24.00","21笔","//detail.tmall.com/item.htm?id=528836109581&skuId=4611686547263497485&user_id=2629319858&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
658,"环球网校2017年注册城市规划师考试培训视频课件课程实务真题题库","240.00","1笔","//detail.tmall.com/item.htm?id=545805277775&skuId=3459251994484&user_id=2519995978&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
659,"送押题+VIP题库+重学233网校2017年初级会计师会计职称全科取证班","450.00","1笔","//detail.tmall.com/item.htm?id=546058404193&skuId=4611686564485792097&user_id=2207082029&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
660,"杨荫浏 中国古代音乐史稿 配套题库考研真题章节题库模拟试题","16.00","5笔","//detail.tmall.com/item.htm?id=522078079961&skuId=4611686540505467865&user_id=2433110470&cat_id=2&is_b=1&rn=bd81c7d042dd398d1d991a784e354db2"
661,"2017年金融理财师AFP考试题库国际CFP核心讲义习题答案 全科","40.00","14笔","//detail.tmall.com/item.htm?id=532602091936&skuId=3445370715850&user_id=2433110470&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
662,"送密训+题库+终身重学233网校2017初级社会工作者全科高端班课程","800.00","2笔","//detail.tmall.com/item.htm?id=545605157178&skuId=4611686564032545082&user_id=2207082029&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
663,"2017年证券从业资格证培训考试课件网络视频课押题真题题库送2016","80.00","1笔","//detail.tmall.com/item.htm?id=533975800137&skuId=3185010686523&user_id=2777130650&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
664,"环球网校2017年全国招标师考试培训课件视频教程课程教材题库","240.00","0笔","//detail.tmall.com/item.htm?id=523166564694&skuId=3289665953943&user_id=2519995978&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
665,"环球网校2017年高级育婴师三级考试课程精讲班考点题库协助代报名","480.00","1笔","//detail.tmall.com/item.htm?id=540863979233&skuId=3244717476306&user_id=2716836258&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
666,"眼科学中级职称考试题库2017眼科主治医师历年真题模拟试卷军医版","24.00","14笔","//detail.tmall.com/item.htm?id=540103582146&skuId=4611686558530970050&user_id=2780083151&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
667,"主管药师中级 2017药学(中级)模拟试题章节练习题集人卫版押题库","24.00","24笔","//detail.tmall.com/item.htm?id=540187685220&skuId=4611686558615073124&user_id=2780083151&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
668,"2017年私募股权基金从业资格考试视频科目三课件精讲班真题押题库","350.00","2笔","//detail.tmall.com/item.htm?id=539851015635&skuId=3246227100977&user_id=2450220366&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
669,"2017年同等学力申硕<教育学学科综合水平考试>题库[真题课后习题]","16.00","1笔","//detail.tmall.com/item.htm?id=540407265027&skuId=4611686558834652931&user_id=2759799970&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
670,"2016年日语专业四级题库[真题习题试题]","12.00","3笔","//detail.tmall.com/item.htm?id=535661397782&skuId=4611686554088785686&user_id=2759799970&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
671,"2017年初级中级会计师职称考试软件题库章节练习真题模拟考前押题","10.00","9笔","//detail.tmall.com/item.htm?id=545046046008&skuId=4611686563473433912&user_id=2619798217&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
672,"2017中医中西医结合呼吸心血管内科主治医师考试宝典视频课件题库","388.00","0笔","//detail.tmall.com/item.htm?id=544381320490&skuId=3444445002737&user_id=2634734841&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
673,"总统2017医学高级职称考试宝典内外妇产科儿科中医科护理药学题库","694.00","0笔","//detail.tmall.com/item.htm?id=524920144885&skuId=3129085434061&user_id=2634734841&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
674,"2017年改版后期货从业考试押题题库 基础知识法律法规投资分析","39.00","1笔","//detail.tmall.com/item.htm?id=531211460407&skuId=3178805511887&user_id=2851367449&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
675,"2017年肿瘤内科学主治医师中级职称考试题库章节模拟试题冲刺宝典","24.00","13笔","//detail.tmall.com/item.htm?id=520905307177&skuId=4611686539332695081&user_id=2575049969&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
676,"2017年同等学力申硕公共管理卫生事业管理题库历年真题模拟试题","24.00","14笔","//detail.tmall.com/item.htm?id=520911625813&skuId=4611686539339013717&user_id=2575049969&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
677,"2017浙江省专业技术人员职称计算机应用能力考试模块题库软件高级","15.00","6笔","//detail.tmall.com/item.htm?id=541406988122&skuId=4611686559834376026&user_id=2636319877&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
678,"2017年全国职称计算机考试模块题库软件XP/Word/Excel/PPT2003/07","15.00","6笔","//detail.tmall.com/item.htm?id=540879598054&skuId=4611686559306985958&user_id=2636319877&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
679,"2017年江苏省住院医师规范化培训超声医学一阶段规培结业考试题库","98.00","6笔","//detail.tmall.com/item.htm?id=544586294130&skuId=3448656274468&user_id=2682103046&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
680,"2017主治医师考试题库宝典中西医结合外科学中级职称题库资料软件","98.00","1笔","//detail.tmall.com/item.htm?id=544576965913&skuId=3284389397860&user_id=2682103046&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
681,"重庆市正副高 妇产科高级职称考试宝典 2017年副主任医师题库解析","198.00","0笔","//detail.tmall.com/item.htm?id=533222578009&skuId=4611686551649965913&user_id=2891596726&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
682,"总统2017江苏省会计从业资格证考试题库电算化实操软件视频课件","15.00","1笔","//detail.tmall.com/item.htm?id=538458157275&skuId=4611686556885545179&user_id=2975556491&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
683,"2017年四川省会计从业资格证三科考试题库无纸化软件电算化系统","15.00","1笔","//detail.tmall.com/item.htm?id=530512204218&skuId=4611686548939592122&user_id=2809068705&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
684,"2017年河南省会计证考试题库会计从业资格练习软件模拟预测真题库","30.00","0笔","//detail.tmall.com/item.htm?id=527448904371&skuId=4611686545876292275&user_id=2734839478&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
685,"题百分2017年初级社会工作者中级社会工作师题库软件教材章节练习","18.00","2笔","//detail.tmall.com/item.htm?id=528764872538&skuId=4611686547192260442&user_id=2734839478&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
686,"题百分2017册咨询工程师考试题库软件练习真题+模拟+押题任1科","18.00","1笔","//detail.tmall.com/item.htm?id=523739341239&skuId=4611686542166729143&user_id=2554991937&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
687,"题百分2017年二级建造师考试习题库真题试卷建筑市政机电公路水利","18.00","1笔","//detail.tmall.com/item.htm?id=521256585484&skuId=4611686539683973388&user_id=2554991937&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
688,"2017年安徽省会计从业资格证模拟考试会从电算化三科题库软件系统","80.00","0笔","//detail.tmall.com/item.htm?id=532607250478&skuId=3175952539380&user_id=2895336974&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
689,"考无忧2017全国职称计算机考试模拟考试题库软件Photoshop6.0模块","19.00","0笔","//detail.tmall.com/item.htm?id=520709913312&skuId=4611686539137301216&user_id=2554173713&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
690,"考无忧2017全国职称计算机模拟考试题库软 金山演示2005模块软件","19.00","0笔","//detail.tmall.com/item.htm?id=520707371524&skuId=4611686539134759428&user_id=2554173713&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
691,"2017年山东省会计从业资格证模拟考试会从电算化三科题库软件系统","80.00","0笔","//detail.tmall.com/item.htm?id=532645527523&skuId=3177618468638&user_id=2895336974&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
692,"中星睿典职称计算机考试题库题库软件模拟练习系统powerpoint2007","19.00","2笔","//detail.tmall.com/item.htm?id=524008832247&skuId=4611686542436220151&user_id=2545272397&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
693,"中星睿典 职称计算机考试题库题库软件模拟练习系统 word2003","19.00","4笔","//detail.tmall.com/item.htm?id=523999225624&skuId=4611686542426613528&user_id=2545272397&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
694,"中星睿典全国职称计算机考试WPS office模块注册码考试题库资料","19.00","0笔","//detail.tmall.com/item.htm?id=15683530620&skuId=4611686034110918524&user_id=325408094&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
695,"考试宝典2017主治医师超声波麻醉医学考试医药卫生中级题库软件","90.00","1笔","//detail.tmall.com/item.htm?id=522067112860&skuId=3134768082859&user_id=2592620611&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
696,"考试宝典2017主治医师心血管内科学考试医药卫生中级心内科题库","90.00","1笔","//detail.tmall.com/item.htm?id=522060905583&skuId=3134886393685&user_id=2592620611&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
697,"ZKBD职考宝典2017年职称计算机考试powerpoint2007模块题库","10.00","2笔","//detail.tmall.com/item.htm?id=543243245989&skuId=4611686561670633893&user_id=2550324775&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
698,"ZKBD职考宝典2017年职称计算机考试word2003模块题库","10.00","2笔","//detail.tmall.com/item.htm?id=543217200662&skuId=4611686561644588566&user_id=2550324775&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
699,"2017江西住院医师规范化培训考试 历年真题 宝典题库软件模拟考场","128.00","0笔","//detail.tmall.com/item.htm?id=547621826178&skuId=3481792403481&user_id=2932192661&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
700,"2017青海住院医师规范化培训考试 历年真题 宝典题库软件模拟考场","128.00","0笔","//detail.tmall.com/item.htm?id=547622194399&skuId=3481798151589&user_id=2932192661&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
701,"新2017年一级建造师真题一建考试习题库软件电脑 手机版","30.00","1笔","//detail.tmall.com/item.htm?id=544442994730&skuId=4611686562870382634&user_id=2581144880&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
702,"新2017年国家司法考试题库软件习题库+历年真题电脑手机版","9.00","5笔","//detail.tmall.com/item.htm?id=544407260623&skuId=4611686562834648527&user_id=2581144880&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
703,"广东省正副高 护理学副主任护师题库2017年医学高级职称考试宝典","198.00","0笔","//detail.tmall.com/item.htm?id=547833664290&skuId=4611686566261052194&user_id=1737765601&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
704,"湖北省正高副高 外科护理 副主任护师押题库医学高级职称考试宝典","588.00","1笔","//detail.tmall.com/item.htm?id=533584831945&skuId=4611686552012219849&user_id=2486565177&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
705,"云南省正高副高内科护理学副主任护师押题库医学高级职称考试宝典","588.00","1笔","//detail.tmall.com/item.htm?id=533354568483&skuId=4611686551781956387&user_id=2486565177&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
706,"考试无忧2017中级会计职称题库软件真题练习题模拟内部押题单科","10.00","2笔","//detail.tmall.com/item.htm?id=541181821129&skuId=4611686559609209033&user_id=2104776657&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
707,"考试无忧2017注册消防工程师一级题库软件练习题模拟内部押题单科","10.00","1笔","//detail.tmall.com/item.htm?id=541166018038&skuId=4611686559593405942&user_id=2104776657&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
708,"博大考神2016年全国职称计算机考试模块题库软件注册码初级中高级","27.00","3笔","//detail.tmall.com/item.htm?id=9712813063&skuId=4611686028140200967&user_id=681191976&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
709,"题百分2016年一级注册消防工程师考试题库软件习题集模拟试卷密券","18.00","5笔","//detail.tmall.com/item.htm?id=523293033479&skuId=4611686541720421383&user_id=2066934402&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
710,"题百分2017年临床医学检验考试真题库软件检验技术士/师/中级电脑","34.00","29笔","//detail.tmall.com/item.htm?id=524685236476&skuId=4611686543112624380&user_id=2508355190&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
711,"2017中级会计师职称考试题库 会计习题软件+真题 送押题","18.00","2笔","//detail.tmall.com/item.htm?id=43171819127&skuId=4611686061599207031&user_id=2066934402&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
712,"题百分 2017年注册城市规划师考试题库软件学习真题电脑+手机版","18.00","6笔","//detail.tmall.com/item.htm?id=524637763475&skuId=4611686543065151379&user_id=2508355190&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
713,"中星睿典2017全国职称计算机word ppt excelwin7考试题库模块软件","19.00","15笔","//detail.tmall.com/item.htm?id=525211325888&skuId=4611686543638713792&user_id=2554239844&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
714,"博大考神职称计算机模块2016全国专业技术能力考试题库模拟软件","57.00","2笔","//detail.tmall.com/item.htm?id=9691118631&skuId=4611686028118506535&user_id=681191976&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
715,"2017年注册会计师考试题库 注会习题+历年真题 考前押题密卷CPA","20.00","5笔","//detail.tmall.com/item.htm?id=520513957138&skuId=4611686538941345042&user_id=2011381808&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
716,"中星睿典2017年全国职称计算机考试模块题库软件注册码中级高级","10.00","7笔","//detail.tmall.com/item.htm?id=537289855859&skuId=4611686555717243763&user_id=2904318325&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
717,"通关宝典会计职称建造师执业药师卫生公务员财务考试题库学习卡","10.00","3笔","//detail.tmall.com/item.htm?id=43798517916&skuId=4611686062225905820&user_id=363605816&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
718,"2017年广东山东安徽浙江公务员考试课件视频课程公考全程省考题库","39.00","0笔","//detail.tmall.com/item.htm?id=524577076304&skuId=4611686543004464208&user_id=2680682840&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
719,"2016年江苏省职称计算机 信息化素质考试 题库软件Office2003+XP","28.00","0笔","//detail.tmall.com/item.htm?id=541452648730&skuId=4611686559880036634&user_id=2945704581&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
720,"2017年注册资产评估师考试题库 章节习题集+押题试卷","20.00","1笔","//detail.tmall.com/item.htm?id=520514235010&skuId=4611686538941622914&user_id=2011381808&cat_id=2&is_b=1&rn=bd20c54ddda751092ec3455ecacdd2b5"
721,"中华会计网校 2017年初级经济师视频课件教程网课题库精品通关班","660.00","1笔","//detail.tmall.com/item.htm?id=544384778433&skuId=3444249499758&user_id=3031847752&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
722,"中华会计网校2017ACCA考试视频课件题库","2400.00","1笔","//detail.tmall.com/item.htm?id=546829038848&skuId=3471729279534&user_id=3031847752&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
723,"2017版主治医师考试宝典 康复医学 中级职称考试题库练习题集试卷","388.00","2笔","//detail.tmall.com/item.htm?id=525176500543&skuId=3421049179985&user_id=2619810788&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
724,"考试宝典2017陕西省专业技术人员职称计算机应用能力考试模块题库","10.00","2笔","//detail.tmall.com/item.htm?id=528495527188&skuId=4611686546922915092&user_id=2629319858&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
725,"考试宝典执业药师2017年执业药师西药中药习题历年真题题库类软件","98.00","27笔","//detail.tmall.com/item.htm?id=529478917811&skuId=3153958610761&user_id=2716836258&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
726,"放射医学技术初级技师考试宝典题库2017版放射医学技术师考试题库","388.00","1笔","//detail.tmall.com/item.htm?id=525161973011&skuId=3292222500877&user_id=2619810788&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
727,"河北省2017卫生高级职称考试宝典 骨科学副高 副主任医师仿真题库","198.00","1笔","//detail.tmall.com/item.htm?id=527263748377&skuId=4611686545691136281&user_id=2629319858&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
728,"中华会计网校 期货从业资格考试 教材题库真题2017全套视频课件","900.00","0笔","//detail.tmall.com/item.htm?id=537426534703&skuId=3209312985090&user_id=909237366&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
729,"中华会计网校 2017年职称英语综合/理工/卫生类教材课程课件题库","1872.00","0笔","//detail.tmall.com/item.htm?id=537410166744&skuId=3209422904209&user_id=909237366&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
730,"正版2017年乡村医生执业资格考试/易考宝典/题库","168.00","1笔","//detail.tmall.com/item.htm?id=528079329642&skuId=4611686546506717546&user_id=2757800133&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
731,"2017年注册验船师资格考试（A级）易考宝典软件 题库/模拟题库","198.00","1笔","//detail.tmall.com/item.htm?id=528099385975&skuId=4611686546526773879&user_id=2757800133&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
732,"中大网校2017环境影响评价师考试课件环评师课程教材精讲班+题库","39.00","9笔","//detail.tmall.com/item.htm?id=529175434000&skuId=3151625677721&user_id=2716836258&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
733,"环球网校2017年二级建造师课件二建视频二建题库市政机电建筑","40.00","10笔","//detail.tmall.com/item.htm?id=528492258010&skuId=3204612563906&user_id=2782728742&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
734,"环球网校2017年基金从业资格证考试培训课件视频教程课程题库真题","68.00","3笔","//detail.tmall.com/item.htm?id=545867921981&skuId=3460224859003&user_id=2519995978&cat_id=2&is_b=1&rn=38716ffaa8971e83567f4744fb76e0bb"
